dpmp,lat,lon,kmeans,som,agglomerative,dbscan
68502,6.3438974,-72.816606,0,0,0,0
68522,6.538635,-73.2916928,0,0,0,0
68533,6.416541,-73.1693988,0,0,0,0
68547,6.9874808,-73.0504129,0,0,0,0
68549,6.5322505,-73.1732298,0,0,0,0
68572,5.8770962,-73.6791063,0,1,0,0
68615,7.4792888,-73.38270064117279,0,0,0,0
68669,6.8100668,-72.8506351,0,0,0,0
68679,6.5552856,-73.1312353,0,0,0,0
68682,6.4710188,-72.84519610985728,0,0,0,0
68686,6.5759286,-72.6455489,0,0,0,0
68705,6.9632242,-72.90556454913832,0,0,0,0
68745,6.682480549999999,-73.79169247714768,0,0,0,0
68755,6.470518,-73.2623187,0,0,0,0
68770,6.1257536,-73.36271466241944,0,1,0,0
68773,6.015965,-74.012109978448,0,1,0,0
68780,7.3664929,-72.9847362,0,0,0,0
68820,7.2020629,-72.9663733,0,0,0,0
68861,6.2432526,-73.7053825169336,0,0,0,0
68867,7.3092643,-72.8718075,0,0,0,0
68872,6.6712394,-73.1753984,0,0,0,0
68895,6.8166596,-73.2686529,0,0,0,0
70001,9.31542935,-75.42832991993517,4,3,2,0
70110,9.32206885,-74.96898027885466,4,3,2,0
70124,8.7700815,-75.13976546330102,4,3,2,0
70204,9.4941082,-75.3530874,4,3,2,0
70221,9.40566005,-75.64813613668375,4,3,2,0
70230,9.5423971,-75.3129471,4,3,2,0
70233,9.1037704,-75.1952621,4,3,2,0
70235,9.1209664,-74.96602748910914,4,3,2,0
70265,8.392952950000002,-74.80011745100063,4,3,2,0
70400,8.851812,-75.2804647,4,3,2,0
70418,9.3805529,-75.2681334,4,3,2,0
70429,8.5416242,-74.6284175,4,3,2,0
70473,9.3344096,-75.305435,4,3,2,0
70508,9.5538396,-75.18883090053416,4,3,2,0
70523,9.3318248,-75.5422877,4,3,2,0
70678,8.79099315,-74.94764942859982,4,3,2,0
70708,8.6618609,-75.1307644,4,3,2,0
70713,9.7386264,-75.5234228,4,3,2,0
70717,9.39663005,-75.03354633922669,4,3,2,0
70771,8.8119729,-74.7209745,4,3,2,0
70823,9.5029231,-75.45044846666082,4,3,2,0
73024,3.3910327,-74.9326005,3,5,5,0
73026,4.567169,-74.9538251,3,1,5,0
73030,4.7835866,-74.7643927,3,1,5,0
73055,4.9623792,-74.9049753,3,4,5,0
73067,3.5912171,-75.3819459,3,5,5,0
73124,4.4419656,-75.4268205,3,5,5,0
73168,3.7245851,-75.485156,3,5,5,0
73200,4.2880723,-74.8981694,3,2,5,0
73217,3.7993906,-75.1945858,3,5,5,0
73226,3.96594345,-74.72676148715544,3,2,5,0
73236,3.6275684,-74.80978514797033,3,2,5,0
73268,4.1503044,-74.8845895,3,2,5,0
73270,5.1240227,-74.9516185,3,4,5,0
73275,4.2864999,-74.813697,3,2,5,0
73283,5.1516594,-75.0366354,2,4,5,0
73319,4.0303906,-74.9679007,3,2,5,0
73347,5.049223,-75.2398685,2,4,5,0
73349,5.210419,-74.7361921,3,4,5,0
73352,4.1776149,-74.5330517,3,2,5,0
73443,5.1974195,-74.8939527,3,4,5,0
73449,4.2039758,-74.6429479,3,2,5,0
73461,4.8248173,-75.2349544,2,4,5,0
73483,3.6241727,-75.0930613,3,5,5,0
73504,3.932149,-75.25566805419268,3,5,5,0
73520,5.1219918,-75.0222273,2,4,5,0
73547,4.490994349999999,-74.92943460804919,3,2,5,0
73555,3.09803075,-75.85652204809352,1,5,3,0
73563,3.7201711,-74.86200186551633,3,2,5,0
73585,3.8582108,-74.9308216,3,2,5,0
73616,3.5310723,-75.6452086,1,5,5,0
73622,4.10391495,-75.5899419424823,3,5,5,0
73624,4.1929158,-75.3690963837852,3,5,5,0
73671,3.9292831,-75.0148462,3,5,5,0
73686,4.714425,-75.098832,3,4,5,0
73861,4.7190884,-74.929669,3,1,5,0
73870,4.9765885,-75.1666117,2,4,5,0
73873,3.9354843,-74.6002686,3,2,5,0
81065,6.7915761,-71.30011620944455,0,0,0,0
81220,6.2991553,-70.20646,0,0,0,-1
81300,6.7928481,-71.7743907,0,0,0,0
81591,6.2803446,-71.0998789,0,0,0,-1
81736,6.9068188,-71.83613345742756,0,0,0,0
81794,6.4615077,-71.7245069,0,0,0,0
81001,6.7940425,-70.49644588941297,0,0,0,-1
85001,5.3356662,-72.3936931,0,1,0,0
85010,5.1708408,-72.550846,0,1,0,0
85015,5.213808,-72.8710429,0,1,0,0
85125,6.0567773,-71.61494007417981,0,0,0,0
85136,6.1284789,-72.3342292,0,0,0,0
85162,4.8762611,-72.8968843,3,1,0,0
85263,5.727473,-71.9928398,0,1,0,0
85279,5.2833577,-72.76406172487167,0,1,0,0
85300,4.8564547,-73.0390642,3,1,0,0
85315,6.098907,-72.2487665,0,0,0,0
85410,5.013414,-72.7507084,0,1,0,0
85430,5.4068042,-71.6623713,0,1,0,0
85440,4.6148734,-72.9252395,3,1,0,0
86001,1.1466295,-76.6482327,1,5,3,0
86219,1.1894909,-76.9725122,1,5,3,0
86320,0.6686689,-76.8749697,1,5,3,0
86569,0.6841941,-76.6044095,1,5,3,0
86571,0.7569669,-75.88226773330348,1,5,3,0
86573,-0.1949861,-74.7806975,1,5,4,-1
86749,1.2054134,-76.9160037,1,5,3,0
86755,1.1478382,-76.86940027126116,1,5,3,0
86757,0.34308,-76.9122291,1,5,3,0
86760,1.146773,-77.0024767,1,5,3,0
91001,-4.2129211,-69.9425963,5,2,4,-1
91263,-1.9979855,-72.69198847868729,5,2,4,-1
91405,-1.28238575,-72.63769767729893,5,2,4,-1
91407,-1.19509655,-70.08877732861842,5,2,4,-1
91430,-0.12752955,-71.09813537982166,5,2,4,-1
91536,-2.1475772,-71.7540411,5,2,4,-1
91540,-3.57536685,-70.46672619620746,5,2,4,-1
91669,-1.0783329,-72.1843329708499,5,2,4,-1
91798,-2.6100092,-69.93415656659633,5,2,4,-1
94343,3.4905446,-69.8094888,5,2,0,-1
94663,2.776245,-70.4473347,5,2,4,-1
94883,1.9130285,-67.0683131,5,2,4,-1
94885,1.4315516499999998,-66.9984097362122,5,2,4,-1
94887,2.0633718,-69.08484686420258,5,2,4,-1
97001,1.2523268,-70.2308883,5,2,4,-1
97161,1.0155254,-71.2961479,5,2,4,-1
97666,-0.5630161,-69.6340579,5,2,4,-1
97777,1.61688115,-70.92808424817241,5,2,4,-1
97889,0.8314207499999999,-69.63424368355656,5,2,4,-1
97511,0.19420195,-70.90745777074594,5,2,4,-1
94888,2.4160136000000003,-69.91064185105165,5,2,4,-1
99001,6.1909225,-67.4841891,0,0,0,-1
99524,5.5511075,-69.61626306881838,0,0,0,-1
99624,5.1412908,-70.8574027,0,1,0,-1
99773,4.4471495,-69.7975845,0,1,0,-1
18610,1.3314207,-75.9727503,1,5,3,0
50110,4.5707393,-72.963415,3,1,0,0
68524,6.4066247,-73.287918,0,0,0,0
25662,4.8455155,-74.6225366,3,1,5,0
8372,10.82610745,-75.08675616759825,4,3,2,0
50287,3.39294665,-73.59737710937289,3,2,5,0
85325,4.8206297,-73.1678724,3,1,0,0
27250,4.2690022,-76.98663152493927,2,5,3,0
25843,5.315719850000001,-73.821341380957,3,1,0,0
13074,8.80374595,-74.24064154122095,4,3,2,0
15816,5.917044199999999,-73.4964349053907,0,1,0,0
13688,7.760892699999999,-74.30187743755698,4,3,0,0
27135,5.37765845,-76.76209139303418,2,4,1,0
15407,5.6619877,-73.52838010360202,0,1,0,0
47692,9.2397583,-74.3515536,4,3,2,0
15537,6.02682935,-72.76314962038538,0,1,0,0
13300,8.9566235,-74.0770262,4,3,2,0
47660,10.13217985,-74.25339987168041,4,3,2,0
95015,1.5495999,-72.97118968011344,5,2,4,-1
20614,8.2924446,-73.385798,4,3,0,0
5665,8.2778883,-76.3830793,4,3,1,0
95001,2.5716141,-72.6426515,3,2,4,1
15693,5.8744825,-72.9823638,0,1,0,0
19698,3.0075752,-76.4856531,1,5,3,0
95200,1.3369175,-71.9514805,5,2,4,-1
5042,6.5564008,-75.8277746,2,4,1,0
50680,3.835189,-73.25984407006148,3,2,5,0
8520,10.7410093,-74.7534259,4,3,2,0
5686,6.70367755,-75.468772412596,2,4,1,0
5647,6.9073461,-75.65975672140348,2,4,1,0
73854,4.2003577,-75.1180693,3,5,5,0
68689,6.92877925,-73.52075434629629,0,0,0,0
68684,6.62526745,-72.7366986177611,0,0,0,0
66682,4.8650708,-75.6211554,2,4,1,0
25328,4.8782654,-74.4675635,3,1,5,0
18094,1.4200848,-75.8714223,1,5,3,0
85250,5.8815393,-71.892938,0,1,0,0
68720,6.3387975,-73.616366,0,0,0,0
15681,5.6577541,-74.0625068,3,1,0,0
44420,10.4657314,-73.10391962339875,4,3,2,0
20400,9.5575496,-73.29475837874824,4,3,2,0
70742,9.2191217,-75.1292839,4,3,2,0
15667,4.8206297,-73.1678724,3,1,0,0
13244,9.7178841,-75.1241376,4,3,2,0
27245,5.838906550000001,-76.2079696572246,2,4,1,0
70702,9.273499,-75.2431182,4,3,2,0
47545,9.3304217,-74.4535166,4,3,2,0
5873,6.5036495,-76.67832501995036,2,4,1,0
13667,8.9370479,-74.038373,4,3,2,0
13030,8.7441923,-74.20432528793287,4,3,2,0
73148,4.130307950000001,-74.73666125049249,3,2,5,0
25645,4.60064375,-74.34778792621734,3,1,5,0
68655,7.3939416,-73.4998859,0,0,0,0
95025,2.3305016,-72.6264183,3,2,4,1
23682,7.7857846,-75.5344902,2,3,1,0
52694,1.53855185,-77.1012781707924,1,5,3,0
8137,10.41639435,-74.85603351926324,4,3,2,0
50683,3.3712076,-73.8721934,3,2,5,0
5658,6.81614395,-75.6753094098452,2,4,1,0
18150,1.3345179,-74.8414067,1,5,3,-1
27660,4.8950096,-76.2350277,2,4,1,0
25001,4.3772853,-74.6694759,3,2,5,0
13655,8.2525295,-74.7177669,4,3,2,0
41668,1.92730775,-76.44928406980904,1,5,3,0
52258,1.4011422,-76.99737796637305,1,5,3,0
15664,6.0004695,-73.53632793256998,0,1,0,0
86865,0.44932225,-76.87845278479098,1,5,3,0
13670,7.4772487,-73.9234783,0,0,0,0
70820,9.5241138,-75.5841794,4,3,2,0
11001,4.6533816,-74.0836333,3,1,5,0
25154,5.3472222,-73.8983333,3,1,0,0
23189,8.8746769,-75.6210036,4,3,2,0
5659,8.7609887,-76.5283566,4,3,2,0
44650,10.81475945,-73.08446070179835,4,3,2,0
68235,6.6986924,-73.5115695,0,0,0,0
5148,6.0833063,-75.3353501,2,4,1,0
66088,5.1898106,-75.86960227796698,2,4,1,0
27086,7.4365576,-77.1122594,2,4,1,0
68855,6.4480153,-73.1443007,0,0,0,0
73678,4.1341381,-75.0946957,3,5,5,0
15676,5.53183135,-73.75684834169377,3,1,0,0
73675,3.971341,-75.51451613072902,3,5,5,0
68673,6.10322645,-73.53013869505091,0,1,0,0
25862,5.1183756,-74.3451863,3,1,5,0
23678,8.687810500000001,-75.67933209123589,4,3,2,0
91530,-0.9501808,-73.84130319919652,5,2,4,-1
68344,6.5621066,-73.36473811438437,0,0,0,0
13654,9.8296174,-75.1218628,4,3,2,0
19693,1.8386665,-76.7697662,1,5,3,0
5649,6.1905313,-74.94282138470193,2,4,1,0
15837,5.67861455,-73.18705631500403,0,1,0,0
54743,7.2054262,-72.7562972,0,0,0,0
54125,7.2684542,-72.6419655,0,0,0,0
76250,4.511899,-76.238102,2,5,1,0
54820,7.310534,-72.4837963,0,0,0,0
76622,4.4091166,-76.1543744,2,5,1,0
54480,7.3009393,-72.7467237,0,0,0,0
76054,4.72657535,-76.12149700179468,2,5,1,0
54261,8.09548865,-72.64637754651707,0,0,0,0
54660,7.7849895,-72.8446027746108,0,0,0,0
76736,4.1579672,-75.87506489179826,2,5,1,0
76895,4.393943,-76.0706472,2,5,1,0
54223,7.539501,-72.77276,0,0,0,0
76248,3.6829185,-76.3071487,1,5,3,0
76147,4.71065925,-75.93238750220385,2,5,1,0
76122,4.30760275,-75.83979080691013,2,5,1,0
54553,8.3546568,-72.4145867,0,0,0,0
54313,7.9168363,-72.7866729,0,0,0,0
76246,4.7621884,-76.2207611,2,5,1,0
54250,8.6145368,-73.0330358,4,3,0,0
76400,4.53734105,-76.10447203568692,2,5,1,0
76606,3.822009,-76.5222535,1,5,3,0
54800,8.5432291,-73.1876191,4,3,0,0
76233,3.65186675,-76.72286276014654,1,5,3,0
54051,7.6427256,-72.7993408,0,0,0,0
76318,3.7630235,-76.3344854,1,5,3,0
54418,7.9443819,-72.8334804,0,0,0,0
76041,4.7957054,-75.9937832,2,5,1,0
54099,7.61236,-72.6471433,0,0,0,0
76113,4.2138883,-76.1571129,2,5,1,0
54206,8.5833769,-73.2830742,4,3,0,0
54344,8.3514193,-73.1173803,4,3,0,0
76403,4.5232502,-76.0357835,2,5,1,0
54347,7.5068955,-72.4831948,0,0,0,0
76306,3.7237049,-76.2687988,1,5,3,0
76892,3.5834664,-76.4952223,1,5,3,0
76497,4.5746578,-75.9721783,2,5,1,0
54810,8.7828443,-72.8988647,4,3,0,0
54673,7.83335325,-72.61018047055015,0,0,0,0
54670,8.4585022,-73.1876326,4,3,0,0
76100,4.3372359,-76.1847682,2,5,1,0
54398,8.2670915,-72.757907,0,0,0,0
76001,3.4108435,-76.58121271109312,1,5,3,0
76670,3.9955682,-76.2280495,2,5,1,0
76111,3.9000578,-76.302013,1,5,3,0
54172,7.6084113,-72.6002682,0,0,0,0
54599,7.5778992,-72.4765555,0,0,0,0
54385,7.695740049999999,-73.3547071194412,0,0,0,0
54874,7.8318933,-72.4717181,0,0,0,0
54174,7.1381899,-72.6647954,0,0,0,0
76126,3.9318186,-76.4842408,1,5,3,0
54720,8.1348124,-72.788915,0,0,0,0
76036,4.1694199,-76.1670623,2,5,1,0
76563,3.4196687,-76.2424378,1,5,3,0
54003,8.0818887,-73.2208717,0,0,0,0
54405,7.8342202,-72.5059128,0,0,0,0
54498,8.1758238,-73.3670106,0,3,0,0
54109,8.0649425,-72.9391079,0,0,0,0
76890,3.89766105,-76.387873049896,1,5,3,0
76520,3.5308373,-76.2988048,1,5,3,0
76616,4.1071481,-76.38394225662913,2,5,1,0
54680,7.8644479,-72.7165562,0,0,0,0
76020,4.6748944,-75.781669,2,5,1,0
76863,4.61664415,-76.23256771401182,2,5,1,0
54377,7.2999474,-72.4940998,0,0,0,0
54128,7.7419001,-73.0485225,0,0,0,0
54871,7.9138728,-72.9724555,0,0,0,0
54239,7.7141729,-72.6566936,0,0,0,0
76243,4.9381541,-76.0602974961269,2,4,1,0
76823,4.608925,-76.0824045,2,5,1,0
76130,3.4090481,-76.347379,1,5,3,0
76377,3.6505888,-76.569897,1,5,3,0
76845,4.7036572,-75.7379416,2,5,1,0
76828,4.2123039,-76.3188928,2,5,1,0
76869,3.7003997,-76.4428876,1,5,3,0
68176,6.3443969,-73.3727428,0,0,0,0
70670,9.1845583,-75.3802368,4,3,2,0
85225,5.638081,-72.194668,0,1,0,0
54518,7.3763807,-72.6482628,0,0,0,0
25019,4.8780617,-74.4384462,3,1,5,0
23466,7.9800534,-75.4167198,4,3,1,0
86568,0.4979751,-76.4951418,1,5,3,0
70215,9.2045175,-75.27619980073368,4,3,2,0
52110,1.384101,-77.156619,1,5,3,0
85139,4.72308665,-72.22813701461214,0,1,0,-1
13268,8.989372,-73.9477652,4,3,2,0
76834,4.0856667,-76.1972779,2,5,1,0
73152,5.0046769,-75.1948929,2,4,5,0
25040,4.7616096,-74.4649986,3,1,5,0
25175,4.8660334,-74.0306281,3,1,5,0
52835,1.8061434,-78.7635572,1,5,3,0
18460,1.2900867,-75.5076247,1,5,3,0
68147,6.5291798,-72.6982619,0,0,0,0
73043,4.6311631,-75.094827,3,4,5,0
76275,3.3256006,-76.2370118,1,5,3,0
8606,10.5027155,-75.13528690255919,4,3,2,0
5284,6.70413775,-76.3347307076728,2,4,1,0
25258,5.2659174,-74.29320661980785,3,1,0,0
54520,7.437016,-72.6380198,0,0,0,0
91460,-0.73886755,-71.24653364994535,5,2,4,-1
85400,5.8296003,-72.1639754,0,1,0,0
15806,5.74808125,-73.01279081935618,0,1,0,0
19517,2.7357822,-75.99152807003307,1,5,3,0
73001,4.4386033,-75.2108857,3,5,5,0
8573,10.9891292,-74.955414,4,3,2,0
52083,1.5953746,-77.02722018898831,1,5,3,0
25758,4.8931442,-73.95341365530066,3,1,5,0
27150,7.04047905,-76.92059500224477,2,4,1,0
25299,4.7275587,-73.6036607499785,3,1,0,0
25718,4.9645773,-74.4331151,3,1,5,0
52240,1.3591286,-77.2826965,1,5,3,0
54001,7.8971458,-72.5080387,0,0,0,0
13001,10.4265566,-75.5441671,4,3,2,0
5313,6.1442998,-75.1844057,2,4,1,0
47720,9.4316572,-74.70475,4,3,2,0
13442,9.9840479,-75.3019515,4,3,2,0
18410,1.4817139,-75.4356404,1,5,3,0
18753,2.1131213,-74.7697347,1,2,3,0
68250,6.08553175,-73.93364854994327,0,1,0,0
5364,5.5674766,-75.80248497131014,2,4,1,0
76364,3.2618357,-76.5407975,1,5,3,0
27787,5.2639656,-76.5587372,2,4,1,0
85230,4.789484,-71.3406351,0,1,0,-1
73411,4.9229399,-75.0647738,3,4,5,0
25885,5.4841667,-74.3545833,3,1,0,0
63130,4.5305516,-75.6406048,2,5,1,0
5756,5.6971281000000005,-75.31422224582037,2,4,1,0
54245,8.6473135,-73.4082035,4,3,0,0
73408,4.8609666,-74.9109405,3,4,5,0
23350,8.041099899999999,-75.31363290001408,4,3,1,0
13620,10.374308,-75.07634048476797,4,3,2,0
25290,4.3374175,-74.3726642164327,3,2,5,0
13894,9.7414779,-74.8177731,4,3,2,0
15403,6.26656335,-72.54131072126492,0,0,0,0
25899,5.0187088,-74.0103258,3,1,5,0
63302,4.1929922,-75.74481182662177,2,5,1,0
73770,4.0484889,-74.833034,3,2,5,0
50150,3.8275343,-73.6892805,3,2,5,0
15087,6.016958300000001,-72.91724656921113,0,1,0,0
27810,5.2813079,-76.6293417,2,4,1,0
47570,10.7876917,-73.9183907,4,3,2,0
86885,0.9227343,-76.78006694582126,1,5,3,0
25269,4.8097329,-74.3541284,3,1,5,0
23580,7.696093100000001,-75.76757303723957,2,3,1,0
17444,5.2966038,-75.0546064,2,4,5,0
52051,1.48462865,-77.12105797279247,1,5,3,0
76109,3.8881929,-77.0738324,1,5,3,0
47189,11.0062433,-74.241022,4,3,2,0
8560,10.60479565,-74.78650415111366,4,3,2,0
